review_body,star_rating
A great Health & Spa Center located on Kata Hill amidst tropical plants and with a great view down to the sea. The staff is very friendly and always strives to give the guest the feeling of an exclusive wellness vacation. I had a great large apartment overlooking the bay of Kata Beach. Everything was super clean at all times. || The idea of a retreat is perfectly executed. I had the Yoga & Spa Package and could start every morning with a yoga session. Followed by a morning meeting where great and interesting topics about nutrition  toxins  etc.  were discussed. || The vegan food perfectly complements the well-being. Everything tastes excellent and through the treatments  one not only feels detoxified and pampered (daily massage treatments!) but also healthy and rejuvenated. || With a stay at Santosa  one gives oneself and one's body the best gift. Health and new energy! |||| I can only highly recommend it!!!,
We came here for the raw food restaurant and did not regret it. The dishes are very interesting and tasty. I really liked the Raw burger. But the most delightful were the desserts - chocolate cake  cheesecake. And especially the chocolate candies with pistachios. Just insanely delicious! By the way  keep in mind that all the dishes are very large and one is enough to get full! Due to our inexperience  we ordered three dishes each  and in the end  we almost burst. The average price per dish is 200 baht. And don't forget to try the Raw cappuccino. Very delicious!,5
Incorrect address. It is located a little further.,1
We go to this place constantly. They make the most delicious cheesecakes for raw foodists here. Very tasty salads and a huge selection of desserts. As a tradition  we always take wheatgrass shots. It's simply an elixir of youth and beauty. I recommend trying the ice cream: delicious and healthy made with coconut milk. The views from this little restaurant are simply stunning! I suggest coming to watch the sunset right here  I'm sure it will leave no one indifferent.,
Exceeded the expected wonderful experience  gained the concept of a healthy lifestyle and action plan. The hardware of the health center is good  the courses are very professional  the coaches and mentors are great  and the staff is very friendly. || Everything there is wonderful!,
"I have been to this center only for dinner.||Two evenings a week  this vegetarian/vegan buffet dinner is served  a true feast of goodness  a mix of flavors from Thai  Japanese  Italian cuisines.||The kitchen is open and very clean  with two Italian chefs  Ivan and Ivano  fantastic  one of them  Ivan  comes from Romagna and prepared two ""piadine"" for me on the spot  just for me  a fairy tale  being able to taste something typical of his own region.||Very kind and friendly people  and you can feel the love for their work.||They showed me the menu which  just by looking at it  even though I was already full from the delicious food  made me want to order something else  a very well-presented menu visually as well.||I did not use the other services of the resort  but the philosophy is certainly very valid  aiming to offer weeks of physical and mental purification that range from massages to yoga to diet.||The resort is located on a little hill from which you can enjoy an excellent view  outside the center  immersed in perfect tranquility for the philosophy they aim for.||The restaurant is open to everyone  even those not staying at the resort.||Absolutely worth trying even if the cost is slightly higher on average compared to what you can find nearby  but the quality and service are definitely much superior.",
This place was just what I needed! I stayed for 7 nights and had the yoga program for 5 days including food  massage  and much more. I didn't want to leave at all afterwards. || The staff is really sweet and friendly  the restaurant serves fantastic vegan food - the desserts are also absolutely amazing! I'm not a vegan or vegetarian myself  but I was more than satisfied with the food and it just tasted so good!,
"We were in this magnificent yoga  relaxation  and restaurant center. It's worth coming here for this view. The view of the mountains and the sea is simply delightful. The staff is very nice and polite  speaks English well. The cafe is vegan and raw food. All dishes on the menu are affordable and understandable. Delicious and inexpensive coffee - only 110 baht for a cappuccino.Finding the cafe is easy - if you drive through the pass from Chalong to Kata - about 500 meters before the first turn on the map  there is a large white sign ""Santosa"" on the left. Turn at the sign and drive to the end of the street - that's where the whole center is located: yoga  detox  sauna  and restaurant.",5
We had a very memorable week here  detox  yoga  massage. I feel much lighter and have also started to love exercising. Thank you to all the enthusiastic staff  making my week of dieting not difficult at all  very happy.,
Amazing Detox Center on Phuket! Incredible Vegan / Vegetarian Restaurant and super cool classes! Will come back!,5
This condominium is a good option for people who love a healthy and balanced lifestyle  they are apartments that you can rent online. It is a quiet and calm place with a beautiful view  as well as a vegetarian restaurant (I have never been but they say it is expensive). There is a café for breakfast where the quality of the food is good although the portions are quite small  so if you have a big appetite  you won't be satisfied. I would rate it more like a light meal. They sell fruit salads and granola. ||They offer Pilates  Zumba  and Yoga classes in the mornings. They also have a shuttle service to take you to the beach in the morning and afternoon  and then bring you back to the condominium.||There is a small store in the condominium where you can buy basic items  but the selection is not very extensive. If you stay in phase 6  you should consider that there is a quite uncomfortable and tiring uphill walk for people with leg problems or difficulty walking  etc. There are no activities for children.,
I had a vegan lunch here. The whole complex seems very nice. If you like this kind of thing then it'll be perfect but I guess I prefer more casual places because I didn't like the fact that the waitress called me 'sir'; I would rather a friendly  less formal atmosphere where I don't feel out of place but that says more about me than it does about Santosa! The view was beautiful. I had the pumpkin ravioli and the Magic Forest smoothie  both of which were delicious. The prices are somewhat expensive by Thai standards (~200B mains  150B drinks) but still not bad at all and you pay for the view  the service  and the quality of food. I recommend this place and would go back,4
Here is an excellent cafe for vegetarians. Everything is delicious  prices are average. The view from the cafe is stunning overlooking the bay  especially in the evening at sunset. The staff is polite and accommodating. The downside is the distance from the beach  a taxi will cost around 200 baht. There were a lot of mosquitoes in the evening in June. They gave us repellent. I recommend this cafe.,5
I had to urgently run away from Moscow  my brain needed a reboot  my body needed an update  a drop of palm on the soul. || And here: wind in the hair  the best detox shake in all of Phuket  soothing music  sincere smiles of the staff  the loving gaze of the Big Buddha - that's how I would spend a week. Santosa gave my brain a good relaxation  and my body a healthy impulse. Such a wonderful mood of spiritual clarity  purity of soul and body I found exactly in Santosa! Whatever I tried here  it dissolved the worries of routine and the cares of everyday life. Healing the soul in yoga or dance classes  turning off the brain by spending a couple of hours with a book on the magnificent veranda overlooking the sea and the Big Buddha  replacing a heavy usual lunch with an amazing shake and a vegetarian salad  trying a relaxing massage  each day different  melting in the fragrant sauna and then quickly into the pool filled with ice. It's a pity that I didn't get to try the detox program  because I got to talk to those who did  and I hope to treat myself to it next time.,5
By chance  I met Santosa! I was a bit nervous when I started the Detox program  afraid that I wouldn't be able to stick to it and affect the results. But the outcome was surprisingly good! I lost two pounds in two days! The quality of sleep was excellent  following the center's schedule for exercise and relaxation. I felt energized! With a professional team taking care of everything for you  all you need to do is enjoy the sunshine  delicious food  and beautiful scenery! Following Santosa's arrangements  after the morning yoga class  there is a special one-on-one communication session to discuss the day's schedule. Every aspect fits very well. As long as you are at the center  no one disturbs you  but if you have any needs  the staff will quickly respond to help you solve any problems. The raw food restaurant was unexpectedly delicious! It gave me a whole new sensory experience about life and my body! The two days passed by so quickly. I must complete the seven-day experience next time! I believe there will be a whole new me! I highly recommend Susanna's raw food restaurant and various juices! Delicious and nutritious!. She is very willing to share her creations with you  and you will also have unexpected gains in maintaining a healthy lifestyle on a daily basis and taking care of your loved ones! Thank you  Colleen! Thank you  Santosa Team! See you soon!,5
I have been several times to Kata Ocean View where I have always appreciated the relaxing character of the place. Recently opened  I was able to enjoy the serene atmosphere and the high quality services of the Santosa Wellness Center. ||High-quality massages for a more than reasonable price. 2 hours of massage for about 20 Euros. We want more!!!||I also tried the Vegan restaurant. As someone who is a fan of more traditional cuisine  I was amazed by the taste quality of the dishes. The vanilla-mango cake.a delight. Even the house wine is good. Quite an achievement in Thailand. ||The whole place is elevated with a sea view. At sunset  the atmosphere is simply heavenly. A must-visit.,5
By chance  I got to know about Santosa Detox in Phuket and decided to give this program a try with a mix of excitement and nervousness. || Upon arrival on a red-eye flight  the center's driver had been waiting for a long time  and the tropical night was very peaceful. As the morning light appeared  Santosa on the hill of Kata made me both surprised and delighted  truly a place that makes one feel at ease  making me deeply breathe in the fresh air. || The following 7-day program thoroughly cleansed my body  with dynamic yoga  fresh juices  and a tranquil environment that made me reluctant to leave. || I sincerely recommend this place and program  as everyone probably has a different experience.,5
I spent 10 days in Santosa following the juice fast program. Very quickly  I felt good  light  and relaxed. The team is lovely  attentive  and very professional. It feels like home there. The sports classes are great  my favorite: the morning one at 7:30. Geti  the instructor  is very encouraging and motivating  and 1 hour of exercise right after waking up with the morning breeze is a dream. Sandra and Anna  who take care of the detox  are lovely  and Coleen  the manager  does everything to make you feel good. A shuttle takes you to the beach and downtown for free  it's really 3 minutes away. The juices are very good  and the vegetarian restaurant is delicious. I regret not being able to stay longer but I will definitely come back next year! Thank you for everything  I had 10 wonderful and very relaxing days to forget the Parisian pace :) Shirley (Paris  France),5
I was with a friend for 3 weeks in Phuket and we came across Santosa through a recommendation. || We liked it so much that we went to yoga 3 times a week  only had our massages done there  and the food and cooking class were a very good experience. || We never missed the Saturday buffet. I'm not a vegan  but the food was so delicious  I really didn't miss anything. || After looking at the apartments  we are determined to book ourselves into Santosa for our next vacation. Everything was great  including the super nice young team!!!! || Thank you very much,5
I really enjoy practicing yoga and pilates or fitball outdoors with a view of the Big Buddha! Thank you very much to Olivia and Getty for these classes  they are very inspiring! The staff is very attentive. There is a sauna  massage  I tried shirodhara - it's magic! I recommend everyone to experience this! Also  on the center's premises  there is a vegetarian  vegan  raw food restaurant with culinary classes every day.,5
Great place  nice cafe!,5
If you have any questions about coming here  just say yes. Your body will thank you a thousand times. The staff is wonderful. And the whole journey at Atmanjai is incredible.,5
Amazing staff   great amenities  delicious food and you can choose to rest or detox. If you like lazing around a pool /beach and getting pampered. This is it. Location got a 4 as the tide and distance to other things affects the experience.,5
I give you my personal honest opinion. The hotel and facilities are absolutely spot on. Very calm and relaxing atmosphere  chilling music around small size swimming pool. Rooms are cleaning each day. Unfortunately the location is not worth it this price. Of course the hotel is Beach front but there is no option to swimming because half of the day is the outflow and knee-deep mud. Breakfast is enough for Ladies but definitely not enough for the adult men. The hotel has exclusive offer for massages  spa but the prices are absolutely not acceptable. Exclusive but overpriced everything ( including meals)comparing to local offers. In poor Thai cafe you will got also fresh but big portion of meal. Massages are triple time more expensive than around . if you want to walk around you need to rent motorbike or car because close is very loud street without any attraction or green space to chilling.,3
The detox program here is amazing. every detail is carefully thought through and delivered by expert practitioners. Can’t recommend highly enough - my best detox experience ever,5
Absolutely fantastic place - incredibly positive experience and will be back for sure. All of the staff across the resort are lovely  the guests are all equally awesome and the programmes are packed full to ensure the stay is varied and never dull. Thank you for such a great start to 2024!,5
Very professional and very personalised experience.All staff are very helpful.Great reset of living healthy life.,5
The Atmanjai experience surpassed my expectations.ALL the staff were so welcoming   helpful and caring. Would highly recommend .,5
Great place for detox  very well organized and knowledgeable  friendly and informative staffs. Warm and cozy.,5
Excellent Experience. Very thorough detox by well trained staff that make it very simple.,5
Wow!! I left Atmanjai last week after doing 4 days of the Ultra Cleanse. I hadn’t done anything like this before and didn’t know what to expect  but all the 5 star reviews are true- I feel like my mind  body and soul have been nourished and I am already prioritising and protecting my well-being so much more than I was before. The staff are kind  knowledgable and inspiring and support you every step of the way. I just wish I could’ve stay longer! Thank you everyone at Atmanjai- I’ll be back.,5
If you sincerely believe in detoxifying your mind  body and soul. Atmanjai is the place for you! I was here in September 2023 for almost 10days (wish could stay longer) with my husband. The mentors and staff are so kind and helpful. They will guide you the best program that suits u.and also encourage you to listen to your body. Never in my life I imagined that our gut is actually our second brain. We totally focused on what we were putting in our stomachs and realised that 'a healthy OUTSIDE starts from INSIDE'. Everything was getting better and better day by day. sleep  mood  thoughts  feelings  emotions and so on 💖! It was nice to meet ppl who were regular customers there from different parts of the world. Yoga  massages  healings (reiki  kinesiology  trauma healing.to name a few!)   herbal steam and cold baths  colemas and lots more to do there on daily basis. Absorb all the positive energies here in Atmanjai 😊.,5
It was tough 10 days; eat well  juice 4 days  ultra cleanse 5 days; age maters. Lost 5 1/2 kg.,5
Atmanjai is amazing. I love the programme  staff and facilities. All the facilitators I tried have been excellent.,5
I just spent seven days at Atmanjai doing their Ultra Cleanse. To say I loved it is an understatement My absolute favourite part of the program was the daily yoga classes with Izzy - this is the first time ever I have enjoyed yoga and had fun doing it. The whole program was extremely well organised  daily massages were bliss and the staff were ALL - every single one of them - super friendly  welcoming and fully of personality I will definitely be going back in a few months probably to try their Eat Well program this time and get some raw/vegan cookery lessons.,5
Lovely place and amazing staff. We (me and my wife) stayed for 4 days and joined the yoga and fitness program. Feeling amazing after the program. Maria the fitness and yoga instructor is a gem !! She is the best we have seen so far.,5
Lots of care has gone into putting the program together  plus flexibility for your individual preferences. Mind and body nourished  highly recommend this life re-setting experience.,5
Leaving feeling healthy  refreshed and overwhelming joyful! The location  amenities  programme and by far the incredible support provided is second to none. Thank you for an incredible experience  and lessons to take forward. Recommend wholeheartedly!,5
Beautiful spot w ocean view. Problem is they get the orders sometimes wrong and take forever to make the food. I’m talking up to one hour with 1/2 full restaurant. So if you come one hour earlier than you want to eat that solves that. Also repeat the order 2 times as beef is not chicken.,4
I went with my friend Tina and didn’t know what I was up for. Doing the detoxing and yoga I found that it was amazing in the results that I ended up with. I would recommend it to anybody who wants to get better in the way they eat and exercising. It is an amazing program.,5
Awesome experience. Feel more energy and learned a lot about healthy eating and lifestyle. Big thanks to all staff in Atmanjai for taking care of me.,5
Just spent a fantastic 9 days at Atmanjai. The detox programmes are comprehensive but relaxing and all the staff are wonderful and supportive. I left feeling completely refreshed  full of energy and ready to maintain the healthy lifestyle! Thank you so much,5
Can't recommend this place enough. If you're looking for a complete detox program in a cosy spa - then it's Atmanjai. Well managed  well researched  with beautiful souls that feel like family.,5
Very nice atmosphere. The service is excellent. Beautiful sea view. I recommend spending evenings here. They offer massages.,5
Good place for relax and detox programm. Friendly  attentive and caring staff. Delicious food. But old rooms((,5
We really enjoyed the 3 days program ! People were very friendly  everything was perfectly cared for  from activities to food   health information  etc . The  spot   beach    surrounding  treatment ‘ lodges ‘ yogaroom   restaurant  swimming pool splendid! Very fine atmosphere. After the 3 days we felt better than ever before! We like that we got tips en information to maintain this way of life . So  people from Atmanjaj  thank you so much for this extraordinary experience! We wil never forget ! ❤️😘❤️,5
I recently spent 11 days at Atmanjai for an ultra cleanse. It was my second time and as before I can not recommend the the whole team enough. They are the most caring and knowledgeable team to accompany you on your health journey   whatever your goals are. My main purpose was to still my mind and clean my body and I for sure achieved that. Can’t wait to come back xxx,5
I cannot thank Atmanjai enough for the wonderful care they gave me. They went above and beyond to make sure all guests were happy. Amazing programs tailored to each individual. Special thank you goes out to Stuart  Izzy  Tang and Om for being amazing. xx,5
I’m not your typical ‘retreat’ or wellness retreat guy. However  it exceeded mg expectations and I am returning late Nov. I have recommended Atmaniji to two friends who currently there and having a wonderful time. The staff are great such Tang and Om to Stuart (who really looked out for me when had a personal issue) and Marco. The great thing is that the program works and the team care about your experience so much…. but it’s not too earnest or overly spiritual. They have a great sense of humour and no one takes themselves too seriously… which I appreciated. However  they do take the work and your happy experience very seriously. You’re also stay in a beautiful resort right next to the sea. Lots of programs to choice from and amazing vegan and non vegan healthy food. Great price  great people and great vibes all week.,5
We had no expectations when coming to Atmanjai but this place has everything you need to feel healthy and stress free again. The staff are incredible.very caring and helpful. We extended our stay and will be returning. Fantastic programs available and lots of flexibility to find what suits you best. We loved it!!!,5
Stayed 1 week (wish i could do more)  can't believe the fun and relaxation i've had whilst literally turning my mental and physical health around here. Accommodation is more than lovely  beautiful food and location. the staff are the best I've ever experienced.,5
In May of 2022  I visited the Wellness Center at Atmanjai in order to do the Ultra Cleanse detox program for two weeks or so. I have visited other detox centers in Thailand over the past eight years in order to complete fasting programs and I arrived at Atmanjai with both experience in this area and certain expectations. I must say that I was very impressed with all aspects of the Atmanjai program and in many ways  it exceeded my expectations. In terms of infrastructure  the resort offers very modern and comfortable rooms. There is a pool and socializing area next to the beach. There is also restaurant which serves a variety of local foods  as well as fantastic vegetarian dishes designed specifically for those persons participating in the fitness and detox programs. Atmanjai offers detox programs for all levels and tastes: from shorter  gentler programs to longer and more intense ones. The Ultra Cleanse program  which I did  was put together with great attention to detail and a focus on the needs of each person. It includes many services such as reiki  consultations  iridology  massages  spa treatments and other items which help to round and support the overall fasting experience. In terms of its detail  comprehensiveness and execution  the Atmanjai program was indeed the best one that I have experienced in Thailand. I must emphasize that the professionalism and kindness of the staff at each step made the program a standout. Without exception  the entire Atmanjai team worked tirelessly on behalf of the guests and with a genuine sense care and concern for the participants. Anyone choosing to do a program at this resort will be in good hands. In previous detox programs that I have done  which took place in more isolated environments  those detoxing had relatively little contact with non-detoxing persons. At Atmanjai  however  one should note that there is interaction between those persons who are detoxing and those who are not; that is to say  between those who are fasting and those persons who are on holiday. That facet of my stay did take a moment to get used to at the outset  but was quickly overcome. Whilst it was not a big issue  I would suggest that the Wellness Center at Atmanjai could improve this enclave of well-being by adding a quiet space that is reserved only for those who are fasting. Beyond that though I must say that Atmanjai comes with my highest recommendation. As someone who has taken part in many other detox programs in Thailand  the Wellness Center at Atmanjai stands clearly head and shoulders above the rest. The resort's meticulously prepared programs provide all that is needed for a successful detox experience. The kindness and knowledge of the skilled staff all make for a most enjoyable stay. For those looking for a top-quality detox center  Atmanjai is the place to be. Thanks to everyone there for a truly wonderful stay!,5
If you're thinking of going to Atmanjai then listen to your instincts and just go. I promise you won't regret it. I opted for a 2 week Ultra Cleanse and achieved a significant weight loss  dramatically improved BP and resting heart rate and a sense of mental wellbeing that it is hard to describe but suffice to say I feel in the best shape mentally and physically for a couple of decades ! The location is beautiful and the staff are simply first class. My heart felt thanks to Stuart  Yasmeen (soon to be managing Atmanjai Egypt)  Tang  Om  Ayleen  Banana and Jumpee . You all made my time so enjoyable and so beneficial  I owe you a debt of gratitude. I also want to mention the visiting specialists who provided both education and therapy. Particular mention for Marco  John and Simon. Thanks lastly to Izzy and for sharing some of your wisdom with me before I left. I'm certainly going to return.,5
The Spa staff so knowledgeable  helpful and incredible! My transformation after my 7 Day Ultra Cleanse is beyond measure Reset  Restore  Remarkable!!! Thank you Tang for going above and beyond and actually being you. And Stuart thank you for your guidance and the incredible advise you will be pleased too know that I have introduced to my daily life at home ( a small thing but including using small plates) The resort beautiful and staff are world class Namaste 🙏,5
Love this place. After the detox  my eyesight is clearer and colors are more vibrant. Lost good amount of weight. Their method is quite effective. Great support and service. And massages everyday? Simply heavenly!!!,5
This was my first detox program and my first time at Atmanjai. I have travelled across the globe  stayed at many hotels and resorts  and met people but never experienced anything like Atmanjai. It was a lifetime experience  and I highly recommend that everyone reading this comment go ahead and book it and come back and read further. From welcome to goodbye  people working here treat you with unconditional attention  love and care. The programs are very flexible  making me understand what works best for my lifestyle and goals. Special mention to my buddy/guru Stuart for the positive energy he carries throughout the day. During the entire program  he checked on me thrice  sometimes four or five times daily  to see if I was doing well and needed special attention. Special mention to all trainers and coaches  thank you for your insights and thoughts on health  life and nature. Food is divine here; Veg Lasagne is the BESTT!!! Timely juices and friendly restaurant staff just added to the best experience. Overall  this has been the best decision ever  and I will return soon to meet all my friends.,5
Just finished a cleanse This place is an amazing boost For good feeling and good health I feel great,5
Lovely program in a lovely place staff are amazing,5
First every cleanse and so glad I when to Atmanjai. I did 5 days on eat well (raw food was outstanding) and 8 days on juice. The results were amazing  with my blood pressure and weight both well down. All the team are outstanding and special thanks to Stuart  Yasmin  Om and Tang for their support during my time at Atmanjai. Would highly recommded Atmanjai and I will be back.,5
Great programs at a great resort Atmanjai is a beautiful place with great offerings of results driven detox and other programs. There a great sense of community and togetherness there. Also  their raw plant based foods are lovely. I would not hesitate to go back.,5
I have twice been to Atmanjai. The first was on the Fitness & Yoga Program in 2019 and the second time on the Juice Cleanse Program in 2022. I loved the whole experience. The atmosphere is relaxed and very friendly. The programs really work and are excellent value. If you come with an open attitude  you will be awakened in many ways. I gained so much from Atmanjai and I’m returning soon for more!,5
Where to start…I cannot speak highly enough of the whole Atmanjai experience  whether you’re coming for a full Ultra Cleanse detox  or like me the Fitness and Yoga Retreat  they really do cover all bases! The setting is beautiful  with an uninterrupted beach to spend quiet time…amazing massage facilities and treatment areas. Their staff are unbelievable and talented  with nothing too much to ask! Big thank you to Sham  my PT for my time at Atmanjai…he challenged me in ways I needed  regardless of my daily moaning! I’m so thankful for his positive and reassuring approach to getting my fitness back on track and he’s an asset to the team there! Morning yoga and deep stretching was also 5*  they have fantastic instructors! Another thank you to Stuart  who is positivity personified.I left Atmanjai feeling rested and reset  my exact intentions of coming here! And finally  the food - the restaurant is truly one of the nicest I’ve ate at while in Thailand; fresh produce  good portions and super healthy without feeling like I was eating like a rabbit! The staff were accommodating to any small daily menu changes I wanted to make! Once again  a huge thank you! I’ll most certainly be back!,5
The program  staff  and facilities have exceeded far beyond my expectations! I can't say enough good words about my amazing experience at Atmanji  and very much looking forward to coming back again x,5
I’ve been to Atmanjai a number of times over the past 10 years  primarily to spend a week on the Ultra-Cleanse as a reset and detox. It’s never failed to be physically and emotionally effective  and has always been made particularly special by the energy and love of the staff. This time was different though… I had planned on spending two weeks there  to rejuvenate after a rough couple of (COVID) years…. But after a week  I knew I needed longer. There were bigger shifts happening within me  and Atmanjai facilitated  allowed and supported these shifts. I stayed for five weeks and would have stayed longer if I could. I would recommend Atmanjai with my whole heart - there is not a single about the experience or program that I would change.,5
Best place for detox .feel so good,5
Natural,5
I did celebrate my 60th birthday in this beautiful hotel with this incredible atmosphere and a very nice Buffay cooked by a real chef with a super organization thank you Charles,5
This is a great place to be introduce to a Detox programme. Highly recommended.,5
I had a fantastic experience at Atmanjai doing Eat Well program. I loved their peaceful atmosphere  beautiful surroundings and delicious raw vegan food! Highly recommend it to anyone looking for ways to improve their health.,5
I recently returned from my 4th visit to Atmanjai. I seem to love it more every time I visit and am already planning my next visit. I love everything about it! The location can’t be beaten  right on the beach in a quiet and peaceful location in the South of Phuket  not far from one of my favourite beaches which we visit on Sunday mornings as part of the program. They offer 4 different programs and also flexibility. So you can actually chop and change even when you are there depending on what you are trying to achieve and your progress and your body’s response. All programs are the same cost which is why they can be so flexible. I did 10 days this time and I started with 3 days juice detox  6 days ultra-cleanse and one day eat well. The results were amazing! I lost weight and came away feeling fantastic. My friends said I was simply glowing! All the therapies are excellent  the staff are so warm and friendly and helpful and there are many additional therapies available at a very reasonable cost. I loved my daily massage and especially starting the day with yoga. The thing I love most about Atmanjai is the vibe. It is a completely non-judgemental environment where it doesn’t matter how old you are  where you come from  what you do or what physical condition you are in  there is such a feeling of acceptance by everyone  including the other guests. All the guests form a great bond and enjoying hanging out together and chatting in the sala in between activities. I cann’t recommend this enough. If you are looking for a place to improve your mind  body and soul as well as recharge  don’t look anywhere else. A big thanks to Izzy  Tang  Om and Jumpee for another wonderful experience. I hope to see you all again in a few months’ time. I can’t get enough of Atmanjai!,5
So special  what an amazing place!,5
Great experience  very friendly staff and informative guides. Very delicious juices and lovely rooms  next to the beach. :),5
This place is amazing aside from the great team who are experts in their own field. Here  I have learned to value myself and discover more about me. This is an experience that I will not forget. Looking forward for the next detoxification! Im so grateful to have this.,5
Hello guys thank you so very much for this wonderful experience. My 40th birthday at Atmanjai is a life-changing decision I made for my health and well-being. Special mention to Izzy  such an amazing person that you are. And the staff  Tang  Om and everyone else you guys are the best. I will definitely be back!!!,5
Nice set up quiet location,5
Very professional stuff and methodique. Everyone is taking care about you  thats really important when you are on a fasting program! Thank you,5
Best place to gain healthy body and mind. Lots of fun activities  good food  good facilities  nice beach and amazing people and support staff. Highly recommended.,5
Amazing Thai massage before leave the our hotel. We had complementary 45 minutes massage for hotel #friendship beach resort. The tai girl really made good job  massage was strong. the environment perfect.,5
wow. where do i even begin. this place is a mess. my best friend and i came to atmanjai for their wellness program for a week  both of us planning to do the “ultra cleanse” (all liquid diet) for most of the days with the option to switch to the “eat well” (raw vegan) if we couldn’t handle not eating. i arrived a day after my friend did and she was clearly very sluggish  pale  almost sickly. not even an hour into me being there she had to take a nap because she was so out of energy (it was 14:00). overall accommodation: walking into the room was shocking. mold everywhere  a make-shift shower  and a “no flushing toilet paper” sign next to the toilet. since i arrived past 7am  i didn’t get to start the program until the next day. for dinner i ordered pad thai and chips and guacamole (disgusting) and really confusing that they have things like burgers and fries on the menu of a resort that’s all about “wellness”. loud children everywhere. oh and smoking is allowed? the pool is bright green. the staff is so unaccommodating and slow  i literally had to walk up to the bar to get my bill after dining at a table near the pool. waitresses are no where to be found. all of the staff members look like they want to leave. just a bad vibe from a place that’s supposed to put you in a better state. oh yeah and the beach? NOPE! crabs everywhere. murky water and sticky sand. “wellness” program: the whole premise of the wellness program is that your current diet has coated your colon with “mucoid plaque” and that you need to clear it out in order to feel better. claiming that it even cures aids. after waking up at 7am to drink a psyllium + bentonite clay drink  we went to yoga then i got an intro to the program by tomas. he showed me a video saying that a doctor found “mucoid plaque” in peoples colons and that upon removal and an alkaline based diet all of your ailments will disappear. he told me it takes 3 days of the cleanse for the mucoid plaque to come out. for the ultra cleanse program they have you drink psyllium husk + bentonite clay in water 5x a day and have “colemas” (similar to a colonic) 2x a day. after the intro tomas showed me how to administer a colema to myself. THE PAIN. the entrance of the tube isn’t painful but having your colon irrigated with 14L of coffee water is!!! he said it wouldn’t be painful  maybe cramping but nothing else. when i tell you my body and instincts literally told me to stop  i’m not kidding i went into fight or flight mode. i could tell i was hurting myself. after my colema i asked my friend how hers was  and she said the same thing. my feces turned from normal to literally undigested food because of the colema. i had extremely harsh bowel movements afterwards. i felt like i was going to faint. i did some research on colemas and mucoid plaque and guess what!!!! ITS TOTAL BS! doctors deemed it quackery YEARS AGO. there’s a reason colemas are only practiced in thailand!!!! and - to make it even better - “mucoid plaque” ISNT EVEN REAL. it’s just the bentonite clay coating your colon after drinking those shakes 15x. that’s why they said it takes 3 days for the mucoid plaque to come out. i informed my friend. we both were scared. she was starting to get sick. we stopped the diet and ate food and informed the “wellness” program staff (presley) that we were going to do the “eat well” program instead. she talked to my friend in the most condescending tone and said “are you sure you want to do that” - like  what?!! aren’t you supposed to be a support system for the clients visiting? that made my friend so uncomfortable we decided to leave early. upon leaving - my friend gets a text from the person that referred her telling her that she knows we left atmanjai. PRESLEY LEAKED CLIENT INFORMATION! the manager DOESNT CARE! can’t believe that a hotel would share client information. suddenly presley is “busy” and can’t talk on the phone. called the manager and he just yelled at us for not finishing the program. LOL!,1
Fantastic place for a detox and a holiday break next to the sea. I went in March this year for a 9 day Ultra Cleanse detox and was very impressed with not only the results I achieved but the professionalism of the resort and all the staff. I would recommend this resort to anyone who wants to do their body and mind a big favor and at the same time lose weight and feel great at the end of it. After a week or two here it will kick start you into a new healthier lifestyle and help you maintain good health into the future. I plan to go back once a year for a tune-up and a reminder of what I should be doing all year round. A special thank you to Presley and Thomasz  you were both great and very helpful. Oh  and before I forget did I mention Presley? she is an asset to the team  they are lucky to have her! Folks  look no further  I don't believe you can get better than this place for a detox and the cost is very reasonable for what you get back in return.,5
I've tried to book at Atmajai but no rooms available so the stuff booked me at Serenity resort  500meters walking forn Atmajai. For a person looking for a relaxing retreat this is definitely not a good solution. Serenity resort is absolutely the farest thing from a relaxing environment you can imagine  food Is poor  no toothpaste in the bedroom (apparently it doesn't come with the room  you have to order it)  laud guests  people smoking in common areas and no one checking that rules are respected  it's a very average hotel pretending to be a luxury one. They allow guest form outside to enter the hotel facility (not the most classy people enjoy this service.) The walk to this location is on the side of the main road and it is not pleasant at all especially at evening  but Understand Atmajai staff suggest it only because ownership is the same. I am sure with a room at Atmanjai my experience would have been more positive but the stay at Serenity ruin my experience. I did the yoga and fitness programme  it is noce but it doesn't wirth the money in my opinion.,2
I love coming to atmanjai to disconnect with the world and reconnect with myself,5
Excellent food and restaurant staff.,5
Excellent massage very relaxed now,5
The yoga and fitness program was exactly what I needed  and all of the extra pampering was amazing. The staff are wonderful and the food is spectacular!,5
I just visit the Spa from the Hotel  which was under my expectations. The price for a Thai massage or a back and shoulders massage is 707Bath. The lady who did the massage was friendly  but the the price of spa were really high in comparison to other spas in Phuket. The spa areas are not so beautiful and clean as it is in other spas in Phuket  besides they don't have many options for spa treatment.,2
Not worth the money. Went here for the intensive cleanse. A lot of pseudoscience. What they don't tell you is that there will be people staying at the accomodation eating mexican and burgers  bags of chips and beers. Plus kids running around the whole time. Left 2 days early because of this.,2
Don't tell me  okay.,5
4 star detox centre   Attentive and friendly staff   facilities need upgrading   very reasonable pricing if you get a 40% discount good choice of 3 -12 days programs,4
Well planned detox. Everything is organised. Staff friendly and helpful. Place is clean. Good place to go for detox,4
Great sea front view with great food.,5
One of my Favorite place in Phuket !,5
